ETagGantryID,LinkID,LocationType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,RoadDirection,Start,End,LocationMile,LocationMile_Numeric
03F0087S,0000300000870F,4,121.65356,25.089994,000030,國道3號,0,S,瑪東系統,汐止系統,8K+700,8700
03F0116S,0000300001160F,4,121.64347,25.06561,000030,國道3號,0,S,汐止系統,新台五路,11K+600,11600
03F0136S,0000300001360F,4,121.63128,25.052742,000030,國道3號,0,S,新台五路,南港,13K+600,13600
03F0158S,0000300001550A,4,121.62138,25.036533,000030,國道3號,0,S,南港,南港系統,15K+800,15800
03F0201S,0000300001990F,4,121.59598,25.007437,000030,國道3號,0,S,南港系統,木柵,20K+100,20100
03F0217S,0000300002110A,4,121.59293,24.993567,000030,國道3號,0,S,木柵,新店,21K+700,21700
03F0301S,0000300003000F,4,121.53057,24.96255,000030,國道3號,0,S,新店,安坑,30K+100,30100
03F0337S,0000300003310F,4,121.50238,24.978882,000030,國道3號,0,S,安坑,中和,33K+700,33700
03F0394S,0000300003900F,4,121.454926,24.975246,000030,國道3號,0,S,中和,土城,39K+400,39400
03F0447S,0000300004400F,4,121.41268,24.950502,000030,國道3號,0,S,土城,樹林,44K+700,44700
03F0498S,0000300004900F,4,121.36527,24.943825,000030,國道3號,0,S,樹林,三鶯,49K+800,49800
03F0525S,0000300005200F,4,121.3419,24.936026,000030,國道3號,0,S,三鶯,鶯歌系統,52K+500,52500
03F0559S,0000300005520H,4,121.312454,24.930225,000030,國道3號,0,S,鶯歌系統,大溪,55K+900,55900
03F0648S,0000300006400H,4,121.25084,24.878792,000030,國道3號,0,S,大溪,龍潭,64K+800,64800
03F0698S,0000300006900H,4,121.20858,24.856558,000030,國道3號,0,S,龍潭,高原,69K+800,69800
03F0746S,0000300007460J,4,121.20034,24.816364,000030,國道3號,0,S,高原,關西服務區,74K+600,74600
03F0783S,0000300007800J,4,121.17913,24.797338,000030,國道3號,0,S,關西服務區,關西,78K+300,78300
03F0846S,0000300008400J,4,121.126,24.79144,000030,國道3號,0,S,關西,竹林,84K+600,84600
03F0961S,0000300009600J,4,121.030426,24.758442,000030,國道3號,0,S,竹林,寶山,96K+100,96100
03F0996S,0000300009940J,4,120.99727,24.755812,000030,國道3號,0,S,寶山,新竹系統,99K+600,99600
03F1022S,0000300010200J,4,120.97227,24.757914,000030,國道3號,0,S,新竹系統,茄苳,102K+200,102200
03F1051S,0000300010500O,4,120.94568,24.753094,000030,國道3號,0,S,茄苳,香山,105K+100,105100
03F1128S,0000300011200K,4,120.88964,24.711384,000030,國道3號,0,S,香山,西濱,112K+800,112800
03F1161S,0000300011600K,4,120.860085,24.698006,000030,國道3號,0,S,西濱,竹南,116K+100,116100
03F1215S,0000300012100K,4,120.83824,24.655964,000030,國道3號,0,S,竹南,大山,121K+500,121500
03F1257S,0000300012520K,4,120.814,24.627161,000030,國道3號,0,S,大山,後龍,125K+700,125700
